customer_id,name,gender,past_3_years_bike_related_purchases,DOB,age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure
2724,Gerome Dutteridge,Male,92,10-01-1994,31,Mechanical Systems Engineer,Financial Services,Mass Customer,N,No,4
2849,Palm Bartoszek,Male,65,27-03-1994,31,NA,n/a,High Net Worth,N,Yes,2
2859,Brandais Goodlad,Female,98,04-02-1994,31,Assistant Professor,Agriculture,High Net Worth,N,No,5
3011,Robena Barks,Female,84,11-05-1994,31,Staff Scientist,Financial Services,High Net Worth,N,No,3
3110,Fabien Iacapucci,Male,14,11-02-1994,31,Community Outreach Specialist,IT,Affluent Customer,N,Yes,8
3211,Betsy Cosh,Female,52,12-06-1993,32,Automation Specialist II,Health,High Net Worth,N,Yes,7
3232,Rose Milsom,Female,7,10-10-1993,32,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9
3320,Anabella Mealham,Female,16,02-06-1994,31,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,6
3353,Marina Scorrer,Female,91,21-04-1994,31,Software Test Engineer II,n/a,Mass Customer,N,Yes,1
3364,Trueman ,Male,77,19-08-1993,32,Engineer IV,Manufacturing,Mass Customer,N,Yes,3
3381,Bruce Lackie,Male,26,20-11-1993,32,Computer Systems Analyst IV,n/a,Mass Customer,N,No,4
3401,Cristie ,Female,92,28-07-1993,32,Tax Accountant,Telecommunications,Mass Customer,N,Yes,4
3403,Jessalyn Zoellner,Female,27,14-05-1994,31,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,2
3450,Brooke Durman,Female,85,16-09-1993,32,Safety Technician III,Retail,Mass Customer,N,No,6
3512,Vladimir Abramowsky,Male,68,24-03-1994,31,VP Accounting,Financial Services,Mass Customer,N,Yes,8
3605,Andy Risely,Male,54,28-01-1994,31,Internal Auditor,n/a,Mass Customer,N,No,6
3688,Fritz Le Merchant,Male,87,27-04-1994,31,General Manager,IT,Affluent Customer,N,Yes,5
3723,Justine Pirt,Female,31,22-10-1993,32,Accountant II,Financial Services,High Net Worth,N,No,7
3755,Stephen Garnar,Male,38,10-05-1994,31,Chief Design Engineer,Financial Services,High Net Worth,N,Yes,7
3780,Mitchel Bellefant,Male,10,01-11-1993,32,Desktop Support Technician,Financial Services,High Net Worth,N,No,8
12,Sawyere Flattman,Male,58,21-07-1994,31,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8
23,Olav Polak,Male,43,10-02-1995,30,NA,n/a,High Net Worth,N,Yes,1
32,Marion Vanichkin,Female,17,20-04-1995,30,Legal Assistant,Manufacturing,Affluent Customer,N,No,4
124,Kath Cunney,Female,27,03-05-1995,30,Administrative Assistant II,Health,High Net Worth,N,Yes,5
149,Drucy Kausche,Female,41,31-01-1995,30,Research Nurse,Health,Mass Customer,N,Yes,1
207,Adena Whyman,Female,9,10-08-1994,31,NA,n/a,Mass Customer,N,No,7
208,Rutter Excell,Male,57,31-10-1994,31,Office Assistant III,Property,High Net Worth,N,No,5
216,Cinderella Parcall,Female,12,12-01-1995,30,Quality Engineer,Financial Services,High Net Worth,N,Yes,7
280,Welch MacAllaster,Male,15,22-03-1995,30,Geologist I,n/a,Affluent Customer,N,Yes,5
448,Robin Crack,Female,34,26-04-1995,30,Software Engineer III,IT,High Net Worth,N,No,3
479,Blythe Keighley,Female,11,04-08-1994,31,NA,IT,Mass Customer,N,Yes,4
504,Vinny Hegley,Male,93,25-04-1995,30,Environmental Tech,Manufacturing,High Net Worth,N,Yes,7
578,Charyl Haimes,Female,72,24-01-1995,30,Web Developer I,n/a,High Net Worth,N,Yes,3
664,Mathe Scatcher,Male,38,05-10-1994,31,Research Nurse,Health,High Net Worth,N,No,4
713,Adena Northedge,Female,34,26-09-1994,31,Help Desk Technician,n/a,Mass Customer,N,Yes,4
740,Farr Butterick,Male,9,18-08-1994,31,NA,Financial Services,Affluent Customer,N,No,6
750,Izaak Gisborne,Male,42,08-04-1995,30,Analyst Programmer,Retail,Affluent Customer,N,Yes,7
935,Aldin Cracker,Male,76,12-09-1994,31,Marketing Manager,n/a,Mass Customer,N,Yes,3
941,Tye Doohan,Male,13,02-02-1995,30,Recruiting Manager,Financial Services,Affluent Customer,N,Yes,1
954,Alain Immins,Male,76,28-02-1995,30,VP Quality Control,Manufacturing,Mass Customer,N,Yes,7
957,Jamima Gannan,Female,80,20-08-1994,31,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7
986,Barnard Stranks,Male,3,05-10-1994,31,Office Assistant I,Manufacturing,Mass Customer,N,Yes,8
1018,Matthiew Ferreras,Male,1,27-11-1994,31,Help Desk Operator,Manufacturing,Mass Customer,N,Yes,7
1026,Vernon Hakking,Male,66,29-07-1994,31,NA,Financial Services,Affluent Customer,N,No,4
1033,Jacob Claringbold,Male,70,06-01-1995,30,NA,n/a,Affluent Customer,N,Yes,3
1068,Frazer Searston,Male,5,21-03-1995,30,NA,Health,Mass Customer,N,Yes,3
1070,Albert Gomery,Male,5,04-06-1995,30,Account Representative IV,n/a,Mass Customer,N,No,1
1134,Sullivan Scullion,Male,22,30-09-1994,31,Administrative Assistant IV,Financial Services,Affluent Customer,N,No,3
1153,Mirilla Lothlorien,Female,53,17-01-1995,30,Desktop Support Technician,Health,Mass Customer,N,Yes,3
1271,Jo-anne Pringer,Female,71,11-07-1994,31,Accounting Assistant II,Telecommunications,Mass Customer,N,Yes,6
1283,Tory Minnette,Female,43,23-08-1994,31,Clinical Specialist,Health,Mass Customer,N,No,1
1312,Magda Baugh,Female,96,16-07-1994,31,Food Chemist,Health,Affluent Customer,N,No,8
1321,Bree Domenge,Female,29,05-07-1994,31,Editor,Agriculture,Affluent Customer,N,No,8
1480,Bird Diess,Female,83,21-05-1995,30,Legal Assistant,n/a,High Net Worth,N,Yes,5
1522,Hubie Thunnerclef,Male,57,13-06-1994,31,Paralegal,Financial Services,Mass Customer,N,No,7
1548,Perla Cortnay,Female,70,03-02-1995,30,NA,Manufacturing,Mass Customer,N,Yes,2
1554,Land Aarons,Male,83,12-08-1994,31,Assistant Manager,Retail,Affluent Customer,N,No,3
1573,Aurea Reubens,Female,48,05-07-1994,31,Web Designer I,Property,Mass Customer,N,Yes,4
1640,Erie Worswick,Male,37,17-02-1995,30,Accountant I,n/a,High Net Worth,N,Yes,3
1646,Emmye Flacke,Female,39,20-06-1994,31,Senior Financial Analyst,Financial Services,Mass Customer,N,Yes,1
1741,Karlens Carneck,Male,18,11-07-1994,31,General Manager,Financial Services,High Net Worth,N,No,3
1763,Suzie Ornillos,Female,96,30-10-1994,31,Automation Specialist I,Manufacturing,Affluent Customer,N,Yes,7
1770,Chrysler Vasile,Female,63,10-04-1995,30,Junior Executive,n/a,Mass Customer,N,Yes,7
1784,Louella O' Timony,Female,37,15-10-1994,31,GIS Technical Architect,Manufacturing,Mass Customer,N,Yes,6
1819,Deedee Fransinelli,Female,26,23-11-1994,31,Graphic Designer,Entertainment,Mass Customer,N,Yes,8
1896,Garald Brasner,Male,13,30-04-1995,30,Project Manager,n/a,High Net Worth,N,No,1
1916,Redd O'Crowley,Male,71,05-03-1995,30,Computer Systems Analyst II,Retail,High Net Worth,N,Yes,7
1956,Omero Murra,Male,36,08-07-1994,31,Human Resources Assistant I,Health,Affluent Customer,N,Yes,3
1968,Frederica Hughman,Female,31,12-06-1994,31,Librarian,Entertainment,Mass Customer,N,No,1
2017,Ezri Sadry,Male,67,11-02-1995,30,Programmer II,Financial Services,Affluent Customer,N,Yes,6
2247,Gweneth Wilkins,Female,17,20-01-1995,30,Teacher,Retail,High Net Worth,N,Yes,1
2272,Grete Hindenburg,Female,82,21-12-1994,31,Internal Auditor,Manufacturing,Mass Customer,N,No,1
2286,Katuscha Sapsed,Female,20,02-06-1995,30,Staff Scientist,Manufacturing,High Net Worth,N,No,5
2356,Arluene Manchester,Female,58,17-12-1994,31,Geological Engineer,Manufacturing,Affluent Customer,N,No,3
2515,Manya ,Female,24,07-03-1995,30,NA,Retail,Affluent Customer,N,Yes,3
2585,Sly Passo,Male,15,22-06-1994,31,Geologist III,n/a,Affluent Customer,N,No,7
2631,Antonio Brewis,Male,4,11-05-1995,30,Software Engineer I,Financial Services,Mass Customer,N,Yes,2
2653,Aylmer Glenwright,Male,80,05-01-1995,30,Food Chemist,Health,Affluent Customer,N,No,1
2669,Carrol Jordin,Male,95,18-02-1995,30,Business Systems Development Analyst,Property,Affluent Customer,N,No,1
2700,Ingaberg Cornillot,Female,22,24-11-1994,31,GIS Technical Architect,n/a,Mass Customer,N,No,2
2709,Simone Boanas,Male,6,20-03-1995,30,NA,Financial Services,High Net Worth,N,No,6
2883,Ulick Bruty,Male,84,19-05-1995,30,Paralegal,Financial Services,Mass Customer,N,Yes,2
2993,Blinnie Hazelden,Female,85,07-03-1995,30,Graphic Designer,Financial Services,Affluent Customer,N,No,4
3023,Rikki Bernet,Female,37,09-12-1994,31,Accountant I,IT,High Net Worth,N,Yes,7
3066,Renell Bellocht,Female,29,14-01-1995,30,Paralegal,Financial Services,Affluent Customer,N,Yes,2
3104,Diahann Blundan,Female,19,30-11-1994,31,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2
3134,Pierette Roseman,Female,53,20-01-1995,30,NA,Manufacturing,Mass Customer,N,No,5
3167,Vernor Stedall,Male,36,20-01-1995,30,Web Designer IV,Property,Mass Customer,N,No,5
3202,Garry Gadson,Male,74,10-09-1994,31,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2
3204,Ibby Beedon,Female,51,26-11-1994,31,Media Manager III,Health,Mass Customer,N,Yes,4
3206,Elbertine Trewin,Female,32,23-03-1995,30,Financial Advisor,Financial Services,Mass Customer,N,No,1
3266,Lambert Edser,Male,68,21-05-1995,30,Account Representative III,n/a,Mass Customer,N,Yes,5
3269,Kalvin Paskin,Male,96,01-12-1994,31,GIS Technical Architect,n/a,Mass Customer,N,No,1
3313,Kori Antoshin,Female,10,15-03-1995,30,NA,Property,High Net Worth,N,Yes,5
3315,Ninnette Pandey,Female,77,08-09-1994,31,Account Executive,Property,Mass Customer,N,Yes,5
3344,Clerissa Columbell,Female,66,14-02-1995,30,GIS Technical Architect,n/a,Affluent Customer,N,Yes,1
3352,Fredek Lobley,Male,14,28-12-1994,30,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,1
3443,Fran ,Male,11,12-04-1995,30,Technical Writer,n/a,Mass Customer,N,Yes,5
3535,Bren Dabbes,Female,8,15-09-1994,31,Technical Writer,Manufacturing,High Net Worth,N,No,6
3598,Penny McKirdy,Male,72,17-12-1994,31,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,Yes,5
3721,Merrili Potticary,Female,84,13-10-1994,31,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,7
3759,Sue Batstone,Female,68,04-03-1995,30,Programmer IV,Property,Mass Customer,N,Yes,4
3794,Dorrie Paige,Female,47,06-07-1994,31,NA,IT,Mass Customer,N,No,2
3824,Giffard Stollman,Male,33,21-11-1994,31,NA,Property,Mass Customer,N,No,3
3836,Jolee Stearndale,Female,16,25-01-1995,30,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,7
3851,Fowler Bauduccio,Male,5,30-11-1994,31,Senior Sales Associate,Manufacturing,High Net Worth,N,No,3
3895,Reginald Struys,Male,18,06-09-1994,31,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,2
3945,Lazarus Donaghy,Male,77,21-10-1994,31,NA,Retail,High Net Worth,N,No,7
3981,Konstance Draye,Female,34,10-09-1994,31,Quality Control Specialist,Health,Mass Customer,N,No,1
3988,Ammamaria Ashburne,Female,97,14-07-1994,31,Automation Specialist IV,Health,Mass Customer,N,Yes,1
213,Lockwood Exroll,Male,13,14-05-1996,29,Actuary,Financial Services,High Net Worth,N,Yes,6
231,Basile Winsor,Male,48,05-08-1995,30,Design Engineer,Financial Services,Mass Customer,N,Yes,3
404,Sinclair Sustins,Male,92,17-12-1995,30,Geologist I,Financial Services,Affluent Customer,N,Yes,4
434,Raff Waadenburg,Male,93,01-12-1995,30,NA,Financial Services,Mass Customer,N,Yes,19
469,Levi Cartmell,Male,91,03-05-1996,29,Actuary,Financial Services,High Net Worth,N,Yes,3
547,Andee Robjant,Female,22,14-05-1996,29,Sales Associate,Health,Mass Customer,N,No,5
584,Fiona Clines,Female,10,15-09-1995,30,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,19
589,Duff Anan,Male,76,07-12-1995,30,Compensation Analyst,Financial Services,Mass Customer,N,Yes,1
614,Nonnah Johns,Female,45,12-09-1995,30,NA,Manufacturing,Mass Customer,N,Yes,11
616,Perl Bysaker,Female,36,13-07-1995,30,NA,Health,High Net Worth,N,No,6
660,Stormi ,Female,82,29-07-1995,30,Geological Engineer,Manufacturing,High Net Worth,N,No,6
678,Ambur Symcoxe,Female,57,31-08-1995,30,Accounting Assistant II,IT,High Net Worth,N,No,2
827,Phillis Rudwell,Female,90,07-05-1996,29,NA,Health,Affluent Customer,N,No,5
833,Wadsworth Hubane,Male,9,03-10-1995,30,Safety Technician II,n/a,High Net Worth,N,Yes,4
933,Melany L'oiseau,Female,75,19-05-1996,29,Help Desk Operator,Retail,Mass Customer,N,Yes,5
934,Marcellus Louisot,Male,76,22-01-1996,29,Human Resources Manager,Manufacturing,Mass Customer,N,No,6
938,Corabelle ,Female,18,06-04-1996,29,Technical Writer,Retail,Mass Customer,N,No,7
1049,Fraser Gaenor,Male,35,02-03-1996,29,Software Consultant,Property,Mass Customer,N,No,2
1066,Hailey Ricciardi,Male,45,06-10-1995,30,Recruiter,Telecommunications,High Net Worth,N,No,12
1167,Elberta Crickett,Female,20,03-06-1996,29,Software Test Engineer III,Health,Mass Customer,N,No,4
1191,Merrielle Vegas,Female,20,22-05-1996,29,Director of Sales,n/a,Mass Customer,N,Yes,1
1221,Byrom Draisey,Male,75,25-09-1995,30,VP Product Management,Health,High Net Worth,N,Yes,14
1327,Sarita Khosa,Female,57,25-11-1995,30,Director of Sales,Property,Affluent Customer,N,No,6
1344,Renelle Tutin,Female,20,02-11-1995,30,Tax Accountant,Manufacturing,Mass Customer,N,No,4
1409,Tiffi Hartless,Female,69,07-05-1996,29,Help Desk Technician,n/a,Mass Customer,N,No,4
1462,Omero Hauxley,Male,16,07-11-1995,30,VP Accounting,Financial Services,Mass Customer,N,Yes,1
1470,Albie Pach,Male,62,04-12-1995,30,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,8
1521,Pernell Duffett,Male,49,13-11-1995,30,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,22
1570,Phil Dodle,Female,70,20-11-1995,30,Staff Accountant III,Entertainment,Mass Customer,N,No,17
1574,Werner Wall,Male,16,15-11-1995,30,Database Administrator I,n/a,Affluent Customer,N,Yes,2
1645,Dal Colquhoun,Male,34,12-06-1995,30,Research Associate,n/a,Affluent Customer,N,Yes,5
1689,Teodor Larwell,Male,48,18-06-1995,30,Quality Control Specialist,Financial Services,Mass Customer,N,Yes,4
1775,Kimberly Dishmon,Female,73,01-10-1995,30,Actuary,Financial Services,Affluent Customer,N,No,3
1783,Brett McCalister,Male,55,30-07-1995,30,NA,Retail,Mass Customer,N,Yes,7
1820,Yard Teeney,Male,12,02-04-1996,29,Software Engineer II,IT,Affluent Customer,N,No,5
1841,Nathanial D'Ambrogi,Male,63,22-10-1995,30,Administrative Assistant III,Agriculture,Affluent Customer,N,No,2
1892,Allyson Pinsent,Female,48,07-09-1995,30,NA,Retail,High Net Worth,N,Yes,2
1992,Shanta Attrill,Female,28,21-10-1995,30,Web Developer I,Manufacturing,Mass Customer,N,Yes,3
2013,Marge Girault,Female,99,10-08-1995,30,Registered Nurse,Health,Affluent Customer,N,Yes,19
2054,Horace Gilpillan,Male,12,21-08-1995,30,NA,Manufacturing,Mass Customer,N,Yes,22
2117,Llywellyn Christall,Male,76,14-06-1995,30,Computer Systems Analyst I,Health,Affluent Customer,N,No,3
2213,Jesse Leyshon,Female,70,07-05-1996,29,Legal Assistant,n/a,Affluent Customer,N,Yes,6
2221,Tye Scottini,Male,80,07-11-1995,30,General Manager,Agriculture,Affluent Customer,N,No,7
2248,Helsa Grandisson,Female,33,23-05-1996,29,Software Engineer I,Manufacturing,Mass Customer,N,No,1
2334,Zebulen Hefford,Male,30,16-03-1996,29,Food Chemist,Health,Affluent Customer,N,No,5
2364,Fielding Linklater,Male,19,22-09-1995,30,Speech Pathologist,n/a,Mass Customer,N,Yes,13
2370,Juliane Calltone,Female,35,19-03-1996,29,Analyst Programmer,Property,High Net Worth,N,No,7
2394,Ferne Reese,Female,31,12-11-1995,30,GIS Technical Architect,n/a,Mass Customer,N,Yes,7
2468,Parker Barenskie,Male,51,12-12-1995,30,Marketing Assistant,Retail,High Net Worth,N,No,1
2592,Archibaldo Argrave,Male,84,19-06-1995,30,Help Desk Operator,Financial Services,Mass Customer,N,Yes,1
2650,Candice Patriskson,Female,33,20-08-1995,30,Business Systems Development Analyst,IT,Affluent Customer,N,Yes,10
2686,Cully Takos,Male,63,21-05-1996,29,Automation Specialist II,Financial Services,Affluent Customer,N,No,4
2768,Forest Knowling,Male,86,26-09-1995,30,Executive Secretary,Manufacturing,Mass Customer,N,No,3
2824,Lombard Essame,Male,41,11-06-1995,30,Assistant Media Planner,Entertainment,Affluent Customer,N,No,7
2860,Charity Robken,Female,13,02-10-1995,30,Physical Therapy Assistant,n/a,Mass Customer,N,No,1
2866,Ky Stredder,Male,10,26-06-1995,30,NA,Health,High Net Worth,N,No,7
2901,Banky Baudichon,Male,77,11-06-1995,30,NA,Manufacturing,Mass Customer,N,Yes,6
3031,Diego Bertelmot,Male,95,02-02-1996,29,Staff Scientist,Health,Mass Customer,N,Yes,5
3064,Zach Billison,Male,96,14-06-1995,30,Product Engineer,Financial Services,Affluent Customer,N,Yes,4
3091,Guenevere Treffry,Female,88,13-08-1995,30,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,3
3117,Nisse Marriage,Female,68,11-06-1995,30,Cost Accountant,Financial Services,Affluent Customer,N,Yes,6
3141,Esmaria Kiernan,Female,92,04-11-1995,30,Associate Professor,Retail,Mass Customer,N,Yes,3
3200,Marna ,Female,51,03-11-1995,30,Environmental Tech,Manufacturing,Mass Customer,N,No,1
3224,Darell Mulqueeny,Female,67,12-03-1996,29,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3
3227,Costa Sharpin,Male,37,06-12-1995,30,NA,Manufacturing,Affluent Customer,N,No,2
3384,Wesley Nichols,Male,11,05-03-1996,29,NA,n/a,Mass Customer,N,No,6
3399,Hillyer Biddulph,Male,95,10-05-1996,29,VP Accounting,Financial Services,Mass Customer,N,No,2
3438,Gaylor Carbry,Male,11,16-02-1996,29,Project Manager,Manufacturing,Mass Customer,N,No,2
3477,Jaquelin Leek,Female,90,24-01-1996,29,Senior Developer,Financial Services,Affluent Customer,N,Yes,7
3498,Lois Abrahim,Female,28,02-11-1995,30,NA,Manufacturing,Mass Customer,N,No,5
3593,Carry Abercromby,Female,71,10-04-1996,29,Legal Assistant,Retail,Mass Customer,N,No,5
3619,Myranda Cridland,Female,18,17-02-1996,29,Administrative Assistant IV,n/a,Mass Customer,N,Yes,1
3638,Fifi Dorrins,Female,73,04-05-1996,29,Associate Professor,Manufacturing,Mass Customer,N,No,6
3698,Devon Baudic,Female,49,03-10-1995,30,Geological Engineer,Manufacturing,Mass Customer,N,No,4
3854,Melody Ivanilov,Female,47,16-01-1996,29,VP Quality Control,Property,High Net Worth,N,Yes,2
3886,Fidela Haresign,Female,74,26-03-1996,29,Recruiting Manager,Manufacturing,Affluent Customer,N,No,5
3907,Adriana Heam,Female,8,11-01-1996,29,Technical Writer,n/a,High Net Worth,N,Yes,5
56,Reese Ensor,Male,44,04-07-1996,29,VP Sales,Property,Mass Customer,N,Yes,4
103,Ethyl Runham,Female,49,21-04-1997,28,Product Engineer,Financial Services,Affluent Customer,N,Yes,4
173,Ebba Hanselmann,Female,99,02-01-1997,28,General Manager,Health,Affluent Customer,N,No,1
253,Amalee Choak,Female,82,11-05-1997,28,Food Chemist,Health,Mass Customer,N,Yes,1
320,Aldous Cubin,Male,19,09-02-1997,28,Registered Nurse,Health,Mass Customer,N,No,4
381,Leesa Castleman,Female,99,30-11-1996,29,Sales Associate,n/a,Affluent Customer,N,No,1
427,Giusto Torbett,Male,77,19-12-1996,29,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,2
475,Vernor ,Male,0,14-11-1996,29,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,1
514,Trent ,Male,9,20-06-1996,29,Associate Professor,Financial Services,Mass Customer,N,Yes,4
652,Edee Stoker,Female,62,24-11-1996,29,Staff Scientist,Financial Services,High Net Worth,N,Yes,1
665,Chan Kirckman,Male,82,19-04-1997,28,Human Resources Assistant I,n/a,Mass Customer,N,No,5
698,Ellette Fahy,Female,90,20-07-1996,29,Human Resources Manager,Manufacturing,High Net Worth,N,Yes,1
787,Norma Batrim,Female,29,15-12-1996,29,NA,Retail,Affluent Customer,N,Yes,2
796,Ira Lamlin,Female,8,27-05-1997,28,Financial Analyst,Financial Services,Mass Customer,N,No,2
1007,Cord Warriner,Male,58,08-06-1996,29,NA,Retail,Mass Customer,N,No,5
1029,Forbes Londors,Male,71,15-02-1997,28,VP Sales,n/a,Mass Customer,N,No,4
1083,Chadd Fowlds,Male,46,07-08-1996,29,VP Product Management,n/a,Affluent Customer,N,No,1
1093,Clarita Penright,Female,63,13-09-1996,29,Business Systems Development Analyst,n/a,Affluent Customer,N,No,5
1144,Damon Phelip,Male,73,12-12-1996,29,Environmental Specialist,Health,High Net Worth,N,Yes,5
1253,Mahalia ,Female,81,19-08-1996,29,Research Assistant I,Manufacturing,Mass Customer,N,No,5
1295,Irving Murton,Male,66,25-01-1997,28,Nurse,Agriculture,Mass Customer,N,Yes,5
1349,Curran Gush,Male,83,07-05-1997,28,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1
1410,Althea Macvey,Female,10,22-01-1997,28,Marketing Manager,Retail,High Net Worth,N,Yes,6
1447,Renaldo Maudsley,Male,29,16-06-1996,29,Civil Engineer,Manufacturing,Mass Customer,N,No,4
1535,Emanuel Baukham,Male,80,08-04-1997,28,Cost Accountant,Financial Services,Affluent Customer,N,Yes,3
1609,Reginald Hanwright,Male,64,26-11-1996,29,Professor,Property,Mass Customer,N,Yes,3
1631,Towny Beebee,Male,11,03-09-1996,29,Speech Pathologist,Financial Services,Affluent Customer,N,No,1
1651,Idalina ,Female,9,25-11-1996,29,Web Designer I,Telecommunications,Mass Customer,N,Yes,4
1779,Krishnah Firmage,Male,55,19-11-1996,29,Information Systems Manager,Agriculture,Affluent Customer,N,No,5
1930,Ambrose Bleasby,Male,27,14-06-1996,29,Speech Pathologist,Manufacturing,High Net Worth,N,No,3
1997,Tedmund Simonsson,Male,57,27-09-1996,29,Structural Engineer,n/a,Mass Customer,N,No,5
2086,Gayle Cockerell,Male,68,03-01-1997,28,Senior Cost Accountant,Financial Services,High Net Worth,N,No,1
2120,Clare Attoe,Male,80,03-01-1997,28,Web Designer III,Manufacturing,Mass Customer,N,No,1
2163,Tim Guilliatt,Male,41,25-12-1996,29,VP Product Management,n/a,Mass Customer,N,Yes,6
2249,Kiele Caghan,Female,7,11-11-1996,29,NA,Financial Services,Mass Customer,N,No,5
2369,Averyl Gosz,Female,80,28-10-1996,29,Financial Analyst,Financial Services,Mass Customer,N,Yes,1
2388,Quincy Weben,Male,84,28-05-1997,28,Cost Accountant,Financial Services,Mass Customer,N,No,1
2447,Richard Poor,Male,55,06-01-1997,28,Tax Accountant,n/a,Affluent Customer,N,Yes,2
2479,Helge Voller,Female,81,06-11-1996,29,Community Outreach Specialist,Retail,Mass Customer,N,No,5
2508,Virgil Borkett,Male,98,04-11-1996,29,Information Systems Manager,n/a,Mass Customer,N,No,3
2566,Nani Brilleman,Female,48,29-10-1996,29,Accountant II,Entertainment,Affluent Customer,N,Yes,6
2705,Madalena MacCaughey,Female,11,20-10-1996,29,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,3
2738,Lurleen Shoebridge,Female,77,06-01-1997,28,Research Nurse,Health,Mass Customer,N,No,5
2777,Dita Darlison,Female,0,26-02-1997,28,Safety Technician III,Health,Mass Customer,N,Yes,1
2802,Clem Fosdick,Female,36,22-09-1996,29,Programmer Analyst I,Financial Services,Mass Customer,N,No,3
2948,Yank Scarlett,Male,23,17-01-1997,28,Internal Auditor,Manufacturing,Mass Customer,N,Yes,2
2995,Garvin Cunradi,Male,60,14-01-1997,28,NA,Health,Mass Customer,N,Yes,2
3045,Renato Mungham,Male,52,02-10-1996,29,Cost Accountant,Financial Services,Affluent Customer,N,Yes,2
3082,Emlyn Maile,Male,68,28-03-1997,28,NA,Manufacturing,Mass Customer,N,Yes,2
3099,Shelli Benitti,Female,73,26-11-1996,29,NA,Retail,Mass Customer,N,Yes,3
3111,Maxwell Blabber,Male,42,11-03-1997,28,Associate Professor,Financial Services,Mass Customer,N,Yes,4
3143,Corabelle Streatfeild,Female,0,24-10-1996,29,Chief Design Engineer,Manufacturing,Mass Customer,N,No,5
3186,Rora Warre,Female,22,09-05-1997,28,NA,n/a,Mass Customer,N,Yes,2
3325,Sylas ,Male,80,08-10-1996,29,Database Administrator IV,Manufacturing,High Net Worth,N,No,1
3405,Gavra Robez,Female,89,18-08-1996,29,Project Manager,Financial Services,Mass Customer,N,Yes,3
3431,York Calbreath,Male,97,10-08-1996,29,Community Outreach Specialist,Property,Affluent Customer,N,No,5
3525,Town Yitzhakov,Male,55,16-08-1996,29,Editor,n/a,Mass Customer,N,No,2
3537,Sholom Pavlasek,Male,1,15-01-1997,28,Graphic Designer,Financial Services,Mass Customer,N,No,4
3573,Mab Dwyer,Female,68,16-10-1996,29,Accounting Assistant I,Manufacturing,Mass Customer,N,Yes,3
3811,Etta Leele,Female,60,19-03-1997,28,NA,Financial Services,High Net Worth,N,No,4
3862,Casey Kett,Female,1,22-09-1996,29,Structural Engineer,Health,Mass Customer,N,No,4
3893,Hadria Moles,Female,7,18-11-1996,29,NA,n/a,High Net Worth,N,Yes,4
130,Raddy Delete,Male,32,18-07-1997,28,Chemical Engineer,Manufacturing,Mass Customer,N,No,1
134,Merna McCulloch,Female,34,01-08-1997,28,Legal Assistant,Telecommunications,Affluent Customer,N,Yes,5
145,Filippo Ferrara,Male,33,21-07-1997,28,Account Executive,Financial Services,Mass Customer,N,No,4
183,Dannie Hissie,Female,7,05-08-1997,28,Geologist III,Retail,Affluent Customer,N,No,3
278,Sydney Georger,Male,22,30-07-1997,28,Executive Secretary,n/a,Affluent Customer,N,Yes,4
390,Royall Slimings,Male,83,25-11-1997,28,Programmer Analyst II,Health,Affluent Customer,N,No,3
416,Dory Barnsdall,Female,14,23-06-1997,28,Software Consultant,n/a,Mass Customer,N,Yes,1
604,Mella Petrovsky,Female,72,10-02-1998,27,Help Desk Operator,IT,Affluent Customer,N,No,3
632,Angeli O'Hegertie,Male,67,26-04-1998,27,General Manager,Health,Mass Customer,N,No,1
663,Massimo Seymour,Male,27,17-07-1997,28,VP Sales,Property,Affluent Customer,N,Yes,3
677,El Toupe,Male,59,28-07-1997,28,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5
810,Fawnia Bartrum,Female,24,04-04-1998,27,Software Test Engineer IV,Health,Mass Customer,N,Yes,1
887,Patrizius Hardinge,Male,55,17-11-1997,28,NA,Manufacturing,High Net Worth,N,No,1
965,Meggie Whitchurch,Female,86,18-06-1997,28,Structural Engineer,Retail,High Net Worth,N,Yes,5
1025,Ario Jeromson,Male,69,30-07-1997,28,Quality Engineer,IT,Mass Customer,N,Yes,5
